max_seq_len,truncation,n_folds,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,precision_mean,precision_std,f_score_mean,f_score_std,auc_mean,auc_std
512,head,3,0.944465058750773,0.005337154980925503,0.8876479898731621,0.00922303700364573,0.8888254279735015,0.016232519431734555,0.8874595786610906,0.012322026621452091,0.9834372643711314,0.001582759046898428
768,head,3,0.9459492888064317,0.005861717061755256,0.8889029674612121,0.006302319865318011,0.8866210007491294,0.013534024326960017,0.8867393815411306,0.0033392707682392197,0.9842588662730928,0.0015837931125391492
256,head,3,0.9410018552875695,0.003074781173693528,0.8834845203368811,0.007613889929357134,0.8805947174030626,0.005892968926532846,0.881067274354132,0.006643951419211435,0.9865262739581251,0.001226735206182438
512,tail,3,0.9351886209029067,0.003094618677352337,0.8722776783991697,0.01376786780021587,0.868585658246025,0.012012364131840972,0.869688610167532,0.012568954835703278,0.9804531272940672,0.0033819346874164715
256,tail,3,0.9307359307359307,0.006528456757153581,0.8664564434451806,0.0019136081598907795,0.8521001995157391,0.006553626656108262,0.8586928913227723,0.0026355067637817363,0.9809502545112722,0.0023895035855024172
