min_support,min_confidence,class_weights,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,precision_mean,precision_std,f_score_mean,f_score_std,auc_mean,auc_std,n_rules_mean,n_rules_std
0.001,0.7,prior,0.8490936988954466,0.012575590663900238,0.6119675991542732,0.02301654489980532,0.8401480533351461,0.01307835955084657,0.6665748216863845,0.018895648500249815,0.927778261591122,0.005692592330411494,838.0,80.01874780324921
0.001,0.7,uniform,0.7880481098833402,0.013771828561718135,0.7061404503033014,0.0203800508327019,0.6879328143490948,0.011724779034877376,0.6627036205079795,0.02205983852126878,0.9310681461607223,0.002467919559873242,838.0,80.01874780324921
0.001,0.8,inverse,0.4323674718975708,0.017882223441316857,0.6358956615095313,0.005481226904439932,0.5814231877174014,0.025361362249489705,0.5042870733446124,0.008788514024389476,0.8896809221295423,0.009773940616843531,723.0,70.40596565632774
0.001,0.8,prior,0.8429896767597859,0.00901387150782529,0.635710446205021,0.012441766332093943,0.7841190000140346,0.019788615383645652,0.6644958710976884,0.009353428969493304,0.9296445582363863,0.0023283415222527647,723.0,70.40596565632774
0.001,0.8,uniform,0.7921204055965654,0.024655642607913062,0.6996930561997737,0.00874810849234303,0.6983988336734864,0.027822698149133542,0.6674145383474679,0.006726526103415191,0.9311512274443433,0.004797818309697693,723.0,70.40596565632774
0.001,0.9,inverse,0.6881240071557729,0.03309964194590264,0.6452415298060055,0.009471823241765953,0.6648904505030421,0.03719009524590994,0.5897287914576083,0.021800580498542752,0.8772758129974364,0.0023186030283026686,565.3333333333334,63.5793467513888
0.001,0.9,prior,0.8301377202768828,0.008785150020780605,0.6344598215176047,0.019386919735526142,0.8077279059722825,0.013303316639828007,0.6791026888814437,0.01915859413638027,0.9164349085857874,0.0020794630251573234,565.3333333333334,63.5793467513888
0.001,0.9,uniform,0.8040060464574713,0.012806014165519398,0.6605155289275766,0.0055165427251744744,0.7493879375399098,0.02414914279130899,0.6674636241811044,0.006306299652103668,0.9102184522095392,0.002526272394006482,565.3333333333334,63.5793467513888
0.005,0.1,inverse,0.09971029111686047,0.004367064023172156,0.4077885243022526,0.008376096836558586,0.506168688014401,0.05030657814815076,0.26832681124897634,0.008342855280628805,0.7661797515369037,0.007271234176888026,620.6666666666666,31.342197327777356
0.005,0.1,prior,0.693048934300172,0.0019885276297316643,0.2744755749518017,0.007165366279445438,0.5653598331589516,0.007365299853393494,0.29194028723987947,0.005248872874697575,0.8685748278528007,0.002370266131674141,620.6666666666666,31.342197327777356
0.005,0.1,uniform,0.7615947896305704,0.009856216758393346,0.6529592346020708,0.010003259201750915,0.7264627874854349,0.012243603047933168,0.6334862955979136,0.003008210819702941,0.9325865070735498,0.004788836487258905,620.6666666666666,31.342197327777356
0.005,0.2,inverse,0.09971029111686047,0.004367064023172156,0.4077885243022526,0.008376096836558586,0.506168688014401,0.05030657814815076,0.26832681124897634,0.008342855280628805,0.7661797515369037,0.007271234176888026,620.6666666666666,31.342197327777356
0.005,0.2,prior,0.693048934300172,0.0019885276297316643,0.2744755749518017,0.007165366279445438,0.5653598331589516,0.007365299853393494,0.29194028723987947,0.005248872874697575,0.8685748278528007,0.002370266131674141,620.6666666666666,31.342197327777356
0.005,0.2,uniform,0.7615947896305704,0.009856216758393346,0.6529592346020708,0.010003259201750915,0.7264627874854349,0.012243603047933168,0.6334862955979136,0.003008210819702941,0.9325865070735498,0.004788836487258905,620.6666666666666,31.342197327777356
0.005,0.3,inverse,0.12038016901783742,0.0123708881483869,0.45996701780183585,0.03197606594079098,0.5526128331451282,0.00861393134322677,0.27794799827900124,0.016168043050563543,0.7758261252252833,0.009920975063010198,588.6666666666666,32.31614663497698
0.005,0.3,prior,0.696475975887941,0.0034885379402052694,0.27801598032608754,0.008582680140872991,0.619115939632922,0.07031227270812061,0.2977488873089657,0.0075300132948186715,0.8853090083984453,0.0010375943635328826,588.6666666666666,32.31614663497698
0.005,0.3,uniform,0.7893350052892051,0.01983774881794339,0.6409345249335993,0.018439467141710665,0.7179722169472091,0.017263881029678005,0.6410322644458507,0.01599566438929976,0.9307591820412249,0.005411238122141887,588.6666666666666,32.31614663497698
