fold,min_support,min_confidence,class_weights,n_rules,accuracy,sensitivity,precision,f_score,auc
1,0.0001,0.9,prior,2603,0.8476863753213367,0.6743414771859673,0.8317557109366203,0.7242254594851366,0.9337253030346775
1,0.0005,0.1,prior,2273,0.6950514138817481,0.2741940106762428,0.5614543422733078,0.29819064722806843,0.8751858533320052
1,0.0005,0.2,prior,2273,0.6950514138817481,0.2741940106762428,0.5614543422733078,0.29819064722806843,0.8751858533320052
1,0.0005,0.3,prior,2219,0.7030848329048843,0.2864088997800836,0.5500028567800914,0.3135811070057265,0.8920900848742268
1,0.0005,0.4,prior,2028,0.7140102827763496,0.2988664335095659,0.6781109205730484,0.3340035063889967,0.897492760316666
1,0.0005,0.5,prior,1730,0.7773136246786633,0.3800305402126213,0.7497047344735113,0.4371761146805625,0.9202287741579818
1,0.0005,0.6,prior,1454,0.7898457583547558,0.4108843185211876,0.8708500796790652,0.4809486534590758,0.9293548059648985
1,0.0005,0.7,prior,1222,0.8563624678663239,0.6185967111678945,0.8609289481146989,0.6769820396365008,0.9388729847506241
1,0.0005,0.8,prior,1033,0.8508997429305912,0.6410107361106704,0.8156300701344446,0.6719783482853698,0.9369785515914005
1,0.0005,0.9,prior,805,0.8383676092544987,0.6555006684624001,0.8183894842522403,0.7036165255770803,0.9249726068345574
1,0.001,0.1,prior,1600,0.6953727506426736,0.2744923400318514,0.5620581969516947,0.29873711882231907,0.871892437816723
1,0.001,0.2,prior,1600,0.6953727506426736,0.2744923400318514,0.5620581969516947,0.29873711882231907,0.871892437816723
1,0.001,0.3,prior,1551,0.7030848329048843,0.2864088997800836,0.5500028567800914,0.3135811070057265,0.8898476298453104
1,0.001,0.4,prior,1387,0.711439588688946,0.2958292884606155,0.6767073271101482,0.32906621150729876,0.8946509983066753
1,0.001,0.5,prior,1162,0.7618894601542416,0.3515477820149314,0.7430876620510549,0.40980699020497113,0.9169272146110627
1,0.001,0.6,prior,939,0.7827763496143959,0.40011503251881486,0.8668701798616509,0.47069158454120524,0.9246854279722656
1,0.001,0.7,prior,772,0.8499357326478149,0.6098496345788157,0.8527435735306869,0.6680222828136013,0.9338991788781639
1,0.001,0.8,prior,660,0.8480077120822622,0.6355621467486504,0.7992352310256963,0.6616186464758658,0.9322984702089567
1,0.001,0.9,prior,500,0.8361182519280206,0.6512117823577761,0.8108953930603654,0.6958790125869008,0.9149914141170176
1,0.005,0.1,prior,586,0.6928020565552699,0.26980251911291353,0.5590969647822057,0.2941084718411999,0.8661447467738232
1,0.005,0.2,prior,586,0.6928020565552699,0.26980251911291353,0.5590969647822057,0.2941084718411999,0.8661447467738232
1,0.005,0.3,prior,553,0.695694087403599,0.2727220371587954,0.5435561442637178,0.2982266763164596,0.8864638902315704
1,0.005,0.4,prior,465,0.7059768637532133,0.28416695581838336,0.6749194259552416,0.31733028115798734,0.8887484754444562
1,0.005,0.5,prior,364,0.7438946015424165,0.32662248039098085,0.6989070470044687,0.3817204750772182,0.9081014939619519
1,0.005,0.6,prior,282,0.7570694087403599,0.35249088221125524,0.774442284556654,0.41772202539712877,0.9021404153750794
1,0.005,0.7,prior,230,0.8091259640102828,0.5418576487971436,0.8195360033867097,0.5955101358545649,0.8959280140133314
1,0.005,0.8,prior,198,0.8068766066838047,0.5659564910113294,0.8043352788504476,0.603650088613489,0.892366964427869
1,0.005,0.9,prior,146,0.788560411311054,0.572264366651609,0.7791315546411076,0.6113016963520328,0.852058882854733
1,0.01,0.1,prior,352,0.6876606683804627,0.26231846825923266,0.5394042312959207,0.2802378416983984,0.8608361867955087
1,0.01,0.2,prior,352,0.6876606683804627,0.26231846825923266,0.5394042312959207,0.2802378416983984,0.8608361867955087
1,0.01,0.3,prior,326,0.6924807197943444,0.26702796243876603,0.5394962044235776,0.2880589473941579,0.8842315322242056
1,0.01,0.4,prior,272,0.7024421593830334,0.27651072630803686,0.5448460587282813,0.30252476667504347,0.8813106492440319
1,0.01,0.5,prior,205,0.7326478149100257,0.3159659099327995,0.6921173487888604,0.3678754098195827,0.8963351980917673
1,0.01,0.6,prior,160,0.7365038560411311,0.32476816617005133,0.8142727535844687,0.38002415541556284,0.8918587969480049
1,0.01,0.7,prior,126,0.778598971722365,0.5014339678288097,0.8160352568024731,0.5509616654105691,0.8775134622108898
1,0.01,0.8,prior,110,0.775706940874036,0.513749020572795,0.7940003038241047,0.5449900152112361,0.8630830560854876
1,0.01,0.9,prior,82,0.7442159383033419,0.5163369668491575,0.7568955210509007,0.5108939541205154,0.7548631728337744
1,0.0001,0.1,inverse,5316,0.11182519280205655,0.4361320308300136,0.5358575676494683,0.29333830133350397,0.7770346320256472
1,0.0001,0.2,inverse,5316,0.11182519280205655,0.4361320308300136,0.5358575676494683,0.29333830133350397,0.7770346320256472
